product_id,product_category_name,product_weight_g,product_length_cm,product_height_cm,product_width_cm,product_volume_cm3
mJHxwcpqG1n6,toys,400.0,24.0,7.0,14.0,2352.0
Y9RZLlJmz7ht,toys,125.0,16.0,12.0,12.0,2304.0
mlh1QSbPODrn,toys,800.0,42.0,36.0,25.0,37800.0
LACwfilTTi3G,toys,9325.0,50.0,18.0,28.0,25200.0
0zCNWMABd3aW,baby,2300.0,65.0,15.0,15.0,14625.0
50ddJtKO3HR1,toys,3150.0,39.0,30.0,29.0,33930.0
XoreWdNE59ms,toys,200.0,16.0,9.0,11.0,1584.0
6QtH1B0l31bh,toys,2800.0,36.0,11.0,26.0,10296.0
g2nsxyGqPtjO,toys,275.0,23.0,18.0,28.0,11592.0
GBRpbhWI9MRb,toys,2200.0,22.0,22.0,22.0,10648.0
xQOinugRH3hN,furniture_decor,1600.0,24.0,27.0,39.0,25272.0
S1AbuPvAdHZx,toys,600.0,17.0,22.0,20.0,7480.0
qDgjT36KwfcF,furniture_decor,2500.0,40.0,10.0,30.0,12000.0
i1Clmz1s1Y35,toys,200.0,16.0,2.0,11.0,352.0
Rugpsd6wUZpm,watches_gifts,757.0,19.0,14.0,15.0,3990.0
5Nm9KRKxfEOi,toys,3500.0,55.0,5.0,40.0,11000.0
G0Jl0sANrl5j,toys,1600.0,38.0,7.0,28.0,7448.0
i8rOWNVCU8SG,toys,200.0,17.0,11.0,15.0,2805.0
7ymC4wrimXhe,toys,1350.0,30.0,20.0,20.0,12000.0
x5U2lQcr1Slp,toys,550.0,17.0,28.0,11.0,5236.0
HMrkOFFXRiNb,toys,400.0,30.0,20.0,25.0,15000.0
4DMLAKWbfjYB,toys,7400.0,80.0,15.0,60.0,72000.0
o0wzlENKuuPY,toys,600.0,17.0,17.0,17.0,4913.0
y2MAnns4G96G,computers_accessories,207.0,19.0,11.0,14.0,2926.0
8EMcxO7AFhVP,toys,180.0,17.0,10.0,13.0,2210.0
pnQbUcmERqLT,toys,250.0,16.0,16.0,16.0,4096.0
eySkDvowFkGC,toys,700.0,41.0,13.0,26.0,13858.0
OyNjP3ysqnRA,health_beauty,1250.0,42.0,11.0,12.0,5544.0
UhiYwrBc5ixN,perfumery,442.0,23.0,15.0,17.0,5865.0
gyCm1QS60Z2r,toys,500.0,40.0,15.0,40.0,24000.0
XicPOT40hSxE,electronics,501.0,19.0,10.0,91.0,17290.0
DMB6KqQisnZE,toys,400.0,20.0,5.0,21.0,2100.0
65N5NNUZppq6,toys,700.0,25.0,10.0,25.0,6250.0
JNVFLT1PwSb6,toys,2000.0,30.0,12.0,16.0,5760.0
zgeloe0hFyo4,toys,150.0,16.0,5.0,20.0,1600.0
Lqe98dYBeetq,toys,950.0,40.0,5.0,30.0,6000.0
Pb29t2XBfP6Q,furniture_decor,700.0,35.0,4.0,30.0,4200.0
mCDJ1miTla4u,toys,350.0,16.0,12.0,14.0,2688.0
Zi9DvAJMTNK7,toys,390.0,23.0,14.0,17.0,5474.0
idj1HKBW8p4Y,toys,200.0,25.0,2.0,17.0,850.0
6j4YiywQs19u,toys,5100.0,13.0,76.0,41.0,40508.0
2H4WpZ0EIw4e,perfumery,550.0,19.0,13.0,18.0,4446.0
E1esbswKYvev,telephony,325.0,20.0,15.0,14.0,4200.0
iKnmCaCAMSTw,toys,4100.0,53.0,21.0,36.0,40068.0
wUg0kOtAM0q5,toys,1100.0,20.0,30.0,30.0,18000.0
poyljoTAnq9L,toys,900.0,44.0,2.0,36.0,3168.0
yTJSPjwF1iY0,toys,650.0,16.0,10.0,11.0,1760.0
6lqYiC1kC4WA,toys,2425.0,29.0,30.0,19.0,16530.0
tzs5x0lLkB4v,toys,117.0,21.0,12.0,13.0,3276.0
F1FBNZnox1VK,garden_tools,16400.0,100.0,30.0,30.0,90000.0
BKF4Stwoyt2S,home_construction,900.0,32.0,24.0,11.0,8448.0
oo5YFvkDJXfS,toys,250.0,16.0,2.0,20.0,640.0
K8lKuHK7ZRsb,toys,7600.0,30.0,31.0,38.0,35340.0
NRdnqAmNJ3Gg,toys,400.0,31.0,5.0,16.0,2480.0
7ymC4wrimXhe,toys,1350.0,30.0,20.0,20.0,12000.0
diXfR20Ry7N3,computers_accessories,200.0,20.0,15.0,15.0,4500.0
7rmvkmjvPkYA,furniture_decor,800.0,40.0,5.0,11.0,2200.0
y5FI0l0HjdGT,computers_accessories,217.0,16.0,14.0,14.0,3136.0
TznsJjXJH6cK,toys,1700.0,25.0,25.0,25.0,15625.0
D984F4DTEtgY,costruction_tools_tools,400.0,16.0,2.0,11.0,352.0
kUApGiacE8R7,toys,50.0,18.0,18.0,12.0,3888.0
RepVMI5KCfFQ,toys,475.0,35.0,21.0,30.0,22050.0
rjqk8lHzimCk,toys,250.0,27.0,13.0,17.0,5967.0
oRWowdRxzkkE,toys,300.0,20.0,9.0,15.0,2700.0
0vxqaoazyUrJ,toys,700.0,30.0,30.0,40.0,36000.0
oF8tGJeHNeOE,toys,250.0,16.0,10.0,16.0,2560.0
HpuiH593gmeG,toys,350.0,25.0,8.0,19.0,3800.0
pTrK5MYzL4Ca,computers_accessories,233.0,16.0,14.0,15.0,3360.0
z3XHloP0B6UK,toys,150.0,16.0,7.0,16.0,1792.0
A7oAK6cYaqZ4,auto,400.0,20.0,20.0,20.0,8000.0
WhlDdQRsqlZh,garden_tools,600.0,16.0,7.0,22.0,2464.0
RXVEkfBO6tx3,toys,100.0,16.0,7.0,11.0,1232.0
DLKkjtQJpeYz,toys,700.0,38.0,15.0,27.0,15390.0
iaPbzG31q0Vz,toys,4000.0,43.0,35.0,18.0,27090.0
O332ZRndALYI,toys,4800.0,22.0,63.0,22.0,30492.0
n8NlUmLkElPr,toys,1100.0,32.0,16.0,16.0,8192.0
HhAtKukEU7VT,toys,1867.0,36.0,6.0,36.0,7776.0
qKdBzmQEGR6b,toys,200.0,20.0,15.0,15.0,4500.0
eICb94TD3JP8,toys,7950.0,46.0,7.0,46.0,14812.0
y2MAnns4G96G,computers_accessories,207.0,19.0,11.0,14.0,2926.0
icdtCDkjpSZQ,toys,342.0,18.0,13.0,15.0,3510.0
RL7OKDCyY23o,toys,350.0,16.0,5.0,20.0,1600.0
QzAC1fDWMbmk,toys,100.0,11.0,11.0,11.0,1331.0
T04Mxb5gFcXd,toys,300.0,23.0,8.0,19.0,3496.0
BuMA9g0RCLlr,toys,450.0,16.0,7.0,11.0,1232.0
pTx5wvuygQnb,consoles_games,250.0,19.0,2.0,14.0,532.0
5EFBA7VYOItK,toys,321.0,19.0,14.0,13.0,3458.0
PmU4zDs3ZA49,toys,400.0,40.0,20.0,20.0,16000.0
MQlNR59cgOB2,toys,1535.0,49.0,8.0,21.0,8232.0
t9T0NG1QQIGI,toys,6900.0,26.0,26.0,26.0,17576.0
iUMmZb8oh0qu,toys,573.0,35.0,13.0,11.0,5005.0
HwPbP5N2qWCP,toys,133.0,20.0,10.0,16.0,3200.0
aiiImX7Pk53m,toys,1147.0,25.0,21.0,19.0,9975.0
J3RLg1Bwun4Q,toys,350.0,24.0,29.0,16.0,11136.0
Z0vMyDM0FvZn,stationery,1000.0,36.0,6.0,29.0,6264.0
0eU2pGKaTuqj,toys,5000.0,50.0,20.0,20.0,20000.0
7C0EFvQcwqRI,toys,5900.0,40.0,40.0,40.0,64000.0
1rFoOcG1sQwB,toys,100.0,40.0,2.0,24.0,1920.0
AiKnucErxdfC,home_appliances,4920.0,65.0,11.0,33.0,23595.0
sNAAI52Ft4Yx,cool_stuff,150.0,16.0,7.0,12.0,1344.0
VE1XRfifT9hb,luggage_accessories,450.0,24.0,47.0,34.0,38352.0
dfAHqNQcTm3T,toys,138.0,19.0,17.0,16.0,5168.0
Biwi1BNtUB7l,toys,1500.0,30.0,22.0,30.0,19800.0
ZWyg4uNWPHjJ,toys,250.0,16.0,2.0,11.0,352.0
pmQFBLygQ1oH,toys,100.0,16.0,11.0,12.0,2112.0
X4L5ori5hRm1,toys,1850.0,46.0,12.0,43.0,23736.0
Biwi1BNtUB7l,toys,1500.0,30.0,22.0,30.0,19800.0
wipKQnoUkikl,toys,3100.0,27.0,27.0,27.0,19683.0
OV8uYkcbbZld,watches_gifts,450.0,16.0,2.0,20.0,640.0
VAS6Q8niNy2w,toys,233.0,22.0,16.0,14.0,4928.0
w6wfCWzpQ78I,toys,300.0,22.0,10.0,15.0,3300.0
kEslzWCkm0ZL,toys,175.0,24.0,3.0,17.0,1224.0
8P6w1wVsyDsG,toys,1150.0,25.0,23.0,25.0,14375.0
0p1rNofm8oi9,baby,9400.0,75.0,15.0,50.0,56250.0
OfYbf6ptQ7S0,toys,11600.0,65.0,19.0,47.0,58045.0
NkygN5yTKOgI,toys,1400.0,26.0,41.0,26.0,27716.0
ro08JPncYzLh,garden_tools,1650.0,30.0,22.0,30.0,19800.0
Usi90p4RKMY1,health_beauty,434.0,20.0,16.0,18.0,5760.0
xJRyPvJqgafI,toys,1175.0,34.0,20.0,22.0,14960.0
3NEukCGJjNCr,sports_leisure,2433.0,30.0,24.0,24.0,17280.0
IWTKXtyQPnuB,toys,200.0,20.0,10.0,15.0,3000.0
GvBzGCvvIC2D,toys,1000.0,53.0,8.0,18.0,7632.0
0DGoM1aFJKQb,toys,450.0,20.0,12.0,15.0,3600.0
4RokZRqcffze,toys,1950.0,35.0,12.0,23.0,9660.0
yctXoGaUcJuM,toys,600.0,18.0,9.0,13.0,2106.0
BEAPTXoPz01D,toys,1075.0,17.0,13.0,15.0,3315.0
gCcVSdlEOuof,toys,17550.0,73.0,20.0,47.0,68620.0
8EMcxO7AFhVP,toys,180.0,17.0,10.0,13.0,2210.0
O332ZRndALYI,toys,4800.0,22.0,63.0,22.0,30492.0
qh5eo3eA22JD,toys,7150.0,17.0,8.0,32.0,4352.0
LjzRT54degE3,toys,500.0,30.0,6.0,23.0,4140.0
sAZlZF7GJJdr,bed_bath_table,350.0,16.0,10.0,16.0,2560.0
ojAhyTeUlmLS,sports_leisure,500.0,22.0,15.0,22.0,7260.0
JKVUiz45iGB8,toys,1614.0,31.0,16.0,28.0,13888.0
yN7QdW9omLo6,home_appliances,700.0,20.0,6.0,11.0,1320.0
gq42NYmDYSH7,toys,9225.0,61.0,61.0,30.0,111630.0
VcU0FP9DjfBt,toys,550.0,40.0,5.0,30.0,6000.0
VkLNxVykNlKl,toys,880.0,28.0,6.0,17.0,2856.0
M1QehWDYrOKu,toys,1800.0,52.0,5.0,52.0,13520.0
ooMfhtJJiM8o,health_beauty,300.0,16.0,9.0,15.0,2160.0
UMLfE5ekvVL1,housewares,16000.0,30.0,30.0,30.0,27000.0
dooIJeivMlv6,toys,150.0,19.0,12.0,16.0,3648.0
1R8bu0R8h2Pg,toys,16300.0,50.0,30.0,50.0,75000.0
rKXoWNJxVSE7,toys,6050.0,20.0,20.0,20.0,8000.0
0qtItiuCYJLB,toys,1800.0,35.0,20.0,30.0,21000.0
eWXIxR3gWdjy,toys,2450.0,30.0,12.0,16.0,5760.0
wEXYeIBMtNpz,toys,1700.0,65.0,6.0,50.0,19500.0
SLTlrWtcYt1m,toys,1750.0,37.0,22.0,40.0,32560.0
Z0u1lpfu5xfm,toys,400.0,16.0,9.0,11.0,1584.0
DL5BHCpE7rrL,bed_bath_table,835.0,40.0,9.0,33.0,11880.0
b73bpEzJgugQ,toys,275.0,18.0,4.0,12.0,864.0
ifOyaTorkIqj,computers,12000.0,27.0,50.0,53.0,71550.0
noHAJVjnfbjD,toys,6513.0,64.0,37.0,38.0,89984.0
hmEnk83HcG3e,toys,10050.0,60.0,20.0,50.0,60000.0
rfsGZzBijANi,toys,1600.0,30.0,5.0,30.0,4500.0
1edaUIVffPFF,watches_gifts,584.0,16.0,11.0,13.0,2288.0
orUwK0JfotYQ,toys,300.0,40.0,4.0,30.0,4800.0
rymjv5HRykTB,perfumery,249.0,19.0,13.0,15.0,3705.0
1JgqZUMnHeh7,toys,600.0,16.0,2.0,11.0,352.0
i8rOWNVCU8SG,toys,200.0,17.0,11.0,15.0,2805.0
1ffebT9EkzfW,health_beauty,300.0,19.0,12.0,13.0,2964.0
tzs5x0lLkB4v,toys,117.0,21.0,12.0,13.0,3276.0
ESxhVTp3TExr,toys,100.0,20.0,20.0,20.0,8000.0
WRnS90YSEbaf,toys,200.0,29.0,7.0,16.0,3248.0
y2MAnns4G96G,computers_accessories,207.0,19.0,11.0,14.0,2926.0
tXJHUVp8RdE6,housewares,1270.0,17.0,14.0,17.0,4046.0
fgZthIy5sipF,toys,200.0,14.0,13.0,12.0,2184.0
sFXdhNPN6lcL,toys,2725.0,43.0,50.0,28.0,60200.0
J5Psrq96uL2D,toys,1850.0,30.0,30.0,30.0,27000.0
PFZYJm6Ju6Cb,sports_leisure,2120.0,26.0,25.0,25.0,16250.0
pEOKGWW2dBY3,toys,300.0,16.0,30.0,20.0,9600.0
oW6KDobidlmB,toys,950.0,45.0,15.0,35.0,23625.0
ruksAzpogPAJ,toys,250.0,16.0,2.0,20.0,640.0
blPFUTjOGNza,toys,700.0,45.0,15.0,35.0,23625.0
lZfc4Rcm9yEU,toys,250.0,17.0,4.0,12.0,816.0
o6Na5dqQ8W2g,watches_gifts,314.0,18.0,11.0,14.0,2772.0
VcRU5d314wk8,toys,16550.0,22.0,65.0,40.0,57200.0
CgiKx9mLmcsp,sports_leisure,800.0,27.0,12.0,14.0,4536.0
jjO7ZavQamGy,toys,600.0,50.0,8.0,40.0,16000.0
JluFNsoIYaG0,toys,300.0,16.0,6.0,14.0,1344.0
c80mGAlXdCTR,toys,389.0,27.0,33.0,28.0,24948.0
FgsLb5eMMaQv,toys,1400.0,45.0,30.0,20.0,27000.0
x7LQ6tCvXa0m,toys,1038.0,41.0,22.0,28.0,25256.0
Ffe8gTdmyO3U,toys,533.0,22.0,11.0,20.0,4840.0
HgPeZx2cXbNh,toys,5000.0,61.0,34.0,36.0,74664.0
7BEUiOxC03oh,toys,500.0,16.0,18.0,16.0,4608.0
ecpXxsHx9yeV,toys,6200.0,76.0,28.0,18.0,38304.0
wPUdAGg8JMPE,toys,400.0,30.0,30.0,40.0,36000.0
x5cG8pNAAlzt,auto,1300.0,21.0,11.0,16.0,3696.0
YVfSZ6AGWq2b,toys,100.0,16.0,10.0,16.0,2560.0
w47Os1mXLhR7,toys,1200.0,28.0,5.0,18.0,2520.0
jXEbnLl3rA9M,toys,1750.0,50.0,20.0,50.0,50000.0
u2yFcYxEYD3S,toys,2300.0,40.0,20.0,30.0,24000.0
mKCML8bJ9XFK,telephony,300.0,16.0,2.0,11.0,352.0
sB3mH3n4QEcI,toys,1300.0,50.0,9.0,41.0,18450.0
zXA7JMshoWTW,toys,2000.0,20.0,40.0,30.0,24000.0
zHp21bETKvVI,bed_bath_table,450.0,16.0,10.0,16.0,2560.0
H7Jow3IJvnEB,toys,13325.0,41.0,42.0,47.0,80934.0
m2BXGAfmaOtK,toys,450.0,20.0,10.0,15.0,3000.0
rZmvB2yPujM0,toys,300.0,16.0,20.0,15.0,4800.0
cTBa7ZYgU5YF,toys,550.0,24.0,13.0,20.0,6240.0
GhHaQE7pQ8l0,toys,2050.0,20.0,15.0,20.0,6000.0
l1MvfyxTwnwn,toys,12500.0,35.0,30.0,30.0,31500.0
VIzCnu7ZJnPS,toys,7750.0,34.0,33.0,33.0,37026.0
GwC5CQRLSWF4,toys,1500.0,55.0,5.0,16.0,4400.0
NBOvMLOgVscO,toys,1750.0,30.0,5.0,30.0,4500.0
aQBQT96o3CEF,toys,3598.0,41.0,18.0,51.0,37638.0
bpESrZraPGiK,toys,2200.0,100.0,7.0,11.0,7700.0
dAz11YkQkoue,health_beauty,100.0,20.0,15.0,15.0,4500.0
nRkDfT1MBebs,toys,10500.0,53.0,73.0,18.0,69642.0
yifYVWda6kIz,toys,147.0,14.0,10.0,12.0,1680.0
xaj9BPzCaOyC,telephony,150.0,18.0,3.0,12.0,648.0
WYpoxZl2lCCd,toys,1800.0,30.0,5.0,30.0,4500.0
gero47msJAuH,toys,4100.0,20.0,15.0,13.0,3900.0
Sex1oPQ5g59P,housewares,600.0,25.0,8.0,15.0,3000.0
IktifiIxY9CZ,toys,4000.0,60.0,18.0,48.0,51840.0
4EJ4bFIK6Xep,,400.0,50.0,5.0,11.0,2750.0
vWNeSyDg1wbi,toys,1950.0,33.0,44.0,19.0,27588.0
rs560cxRBpzh,toys,200.0,21.0,7.0,14.0,2058.0
YgLOzkNY5bN4,toys,2800.0,36.0,20.0,29.0,20880.0
Qi4VqhwxyY73,health_beauty,400.0,20.0,20.0,20.0,8000.0
t8mFaClezbXQ,toys,500.0,16.0,30.0,30.0,14400.0
DPjt4BgoDIvK,toys,283.0,20.0,9.0,15.0,2700.0
eJ1VhzkvMp83,bed_bath_table,570.0,30.0,4.0,26.0,3120.0
ilsWDSWmR8dX,bed_bath_table,1100.0,50.0,12.0,12.0,7200.0
ro08JPncYzLh,garden_tools,1650.0,30.0,22.0,30.0,19800.0
K1jVWpZuIp99,bed_bath_table,700.0,16.0,10.0,16.0,2560.0
brKswOkWPtqO,furniture_decor,650.0,20.0,35.0,20.0,14000.0
zMU1MG3ipApS,furniture_decor,228.0,17.0,12.0,15.0,3060.0
qwwmgwg8mrv9,housewares,1050.0,100.0,3.0,15.0,4500.0
tHa90Bwd7K6b,watches_gifts,200.0,16.0,2.0,11.0,352.0
Biwi1BNtUB7l,toys,1500.0,30.0,22.0,30.0,19800.0
cjdU7fLbltoD,toys,600.0,26.0,22.0,14.0,8008.0
sNtRBW3JfRjj,,400.0,18.0,7.0,17.0,2142.0
GvBzGCvvIC2D,toys,1000.0,53.0,8.0,18.0,7632.0
OEXGtELQiaDH,toys,125.0,23.0,13.0,21.0,6279.0
6DyLRMYe3KmP,watches_gifts,200.0,16.0,2.0,11.0,352.0
mhKWhwfwHCSR,toys,300.0,21.0,11.0,21.0,4851.0
qOiDnN39CMGm,toys,6550.0,38.0,30.0,28.0,31920.0
T58tBW6zFi3S,toys,2200.0,30.0,35.0,30.0,31500.0
kbaoSmgfO9zQ,toys,250.0,16.0,2.0,11.0,352.0
8kUYWjdaVCxf,toys,250.0,41.0,2.0,29.0,2378.0
SRT6nggjSWOh,fashion_bags_accessories,100.0,21.0,9.0,14.0,2646.0
rhSa7tuppbwK,toys,700.0,18.0,8.0,13.0,1872.0
DXG0TFaZjGHO,toys,200.0,16.0,7.0,11.0,1232.0
XqmdGKRbTetH,toys,160.0,19.0,11.0,14.0,2926.0
z3XHloP0B6UK,toys,150.0,16.0,7.0,16.0,1792.0
Y9RZLlJmz7ht,toys,125.0,16.0,12.0,12.0,2304.0
zxZl4F5tafUt,toys,350.0,20.0,6.0,12.0,1440.0
O4e1ti4UFBuS,toys,300.0,21.0,6.0,17.0,2142.0
1WWn9nDpPiWt,toys,4300.0,18.0,15.0,25.0,6750.0
0DoQRZJFrIMa,toys,650.0,24.0,14.0,18.0,6048.0
08pj5e74HPRV,toys,2400.0,16.0,31.0,39.0,19344.0
wEXYeIBMtNpz,toys,1700.0,65.0,6.0,50.0,19500.0
VCOwCoc0C3aj,toys,1200.0,30.0,4.0,20.0,2400.0
K7g5D7Q3uyjT,toys,329.0,18.0,18.0,15.0,4860.0
VyvqSoUrvQ46,toys,363.0,18.0,13.0,13.0,3042.0
LKyozPiK7F82,toys,700.0,26.0,14.0,24.0,8736.0
CpeCg2UGCL6P,toys,250.0,40.0,4.0,30.0,4800.0
iRfmqpDKq7k7,toys,1700.0,34.0,7.0,32.0,7616.0
hBVeRiNmH8jL,toys,3625.0,29.0,38.0,26.0,28652.0
59VGuT6xcW9Q,toys,200.0,19.0,4.0,11.0,836.0
Y74w5wq3OKED,toys,175.0,22.0,9.0,12.0,2376.0
mOL0X56BS1KZ,toys,600.0,16.0,25.0,11.0,4400.0
GikeTHjLgt3b,toys,550.0,30.0,3.0,19.0,1710.0
AZAmqF3BVIIy,toys,4025.0,46.0,12.0,43.0,23736.0
VcU0FP9DjfBt,toys,550.0,40.0,5.0,30.0,6000.0
6Ww1i7qd1Zqu,cool_stuff,1200.0,42.0,25.0,15.0,15750.0
97I7i6BQRjqd,toys,200.0,28.0,10.0,13.0,3640.0
qXKeJv9t9Nyw,toys,8333.0,59.0,31.0,75.0,137175.0
vmzoh7xknu6D,toys,700.0,22.0,6.0,18.0,2376.0
jdkNsNMtb2Ca,toys,10450.0,80.0,15.0,33.0,39600.0
CY8OZ3lT9uqB,telephony,250.0,18.0,3.0,28.0,1512.0
J7BBTiopz4jB,toys,200.0,16.0,6.0,14.0,1344.0
1LoGNpatQYCz,perfumery,400.0,18.0,11.0,11.0,2178.0
fC7bzSMm84mv,toys,250.0,20.0,3.0,20.0,1200.0
pVKDSWeIqCF7,toys,448.0,22.0,17.0,17.0,6358.0
ZkSByCmyfzzB,bed_bath_table,850.0,35.0,15.0,25.0,13125.0
tJu4snkPQ0sR,toys,2300.0,33.0,48.0,35.0,55440.0
vHnEPJP2R48s,toys,9000.0,42.0,12.0,39.0,19656.0
OkyIKp57HLVU,health_beauty,250.0,17.0,12.0,12.0,2448.0
DaivdXZGpmHa,toys,8900.0,37.0,41.0,37.0,56129.0
do5FzqByACmw,toys,75.0,16.0,16.0,16.0,4096.0
6Ww1i7qd1Zqu,cool_stuff,1200.0,42.0,25.0,15.0,15750.0
wGtSb0qa15YW,toys,245.0,19.0,14.0,14.0,3724.0
Wb0dB6FB7JP0,toys,2050.0,20.0,20.0,27.0,10800.0
LsWdEU0owocj,toys,1500.0,27.0,6.0,23.0,3726.0
gSh7ZmJHuSAK,toys,3325.0,32.0,31.0,28.0,27776.0
T3rhOgD5vNl1,toys,10750.0,31.0,61.0,31.0,58621.0
ZYR8Xg6War3A,toys,250.0,15.0,8.0,20.0,2400.0
LX6vwvFIFbpm,toys,700.0,41.0,23.0,25.0,23575.0
VyvqSoUrvQ46,toys,363.0,18.0,13.0,13.0,3042.0
U7gcjsv9nQUO,toys,400.0,30.0,5.0,48.0,7200.0
L6hOpvbiwzZ2,toys,2200.0,50.0,20.0,40.0,40000.0
L4YNs2AaGrBZ,toys,307.0,27.0,27.0,29.0,21141.0
Fbtx8c1gFlsQ,toys,600.0,18.0,19.0,18.0,6156.0
ZVTEwIdUj6Kw,toys,600.0,28.0,4.0,16.0,1792.0
lwgk37tHKwST,toys,250.0,16.0,11.0,11.0,1936.0
7S9VbkGAgNC9,toys,300.0,16.0,18.0,16.0,4608.0
P5BcSHy2T8HI,audio,200.0,27.0,5.0,20.0,2700.0
Hg8SbMvNB9lM,toys,1130.0,32.0,25.0,23.0,18400.0
CPAwvQzUlyNs,toys,175.0,15.0,15.0,11.0,2475.0
ymZvN9XtTHxn,toys,1110.0,19.0,11.0,18.0,3762.0
GoWu7m0fsQmB,toys,1700.0,28.0,50.0,24.0,33600.0
xFlYjBaMbnFc,toys,6250.0,59.0,9.0,37.0,19647.0
J0tUAHt1CNVI,toys,9850.0,29.0,66.0,29.0,55506.0
f6HGOx5sd7oo,toys,650.0,23.0,15.0,15.0,5175.0
WfPdjOE3o8GV,sports_leisure,500.0,24.0,20.0,20.0,9600.0
PWl2yBtu82h0,perfumery,250.0,20.0,8.0,21.0,3360.0
1LoGNpatQYCz,perfumery,400.0,18.0,11.0,11.0,2178.0
1NPpfRuxHxBw,health_beauty,550.0,20.0,20.0,20.0,8000.0
wPiV60HYX55Z,toys,1200.0,64.0,11.0,15.0,10560.0
jH5jFTXRGx8z,toys,650.0,19.0,3.0,11.0,627.0
irVQGaoUyQmk,toys,200.0,20.0,30.0,25.0,15000.0
Fg87Bp5T7JRg,toys,400.0,16.0,4.0,16.0,1024.0
VX3SZqpO3mD0,toys,1500.0,30.0,10.0,17.0,5100.0
krv8FWuLVJ2A,toys,183.0,18.0,9.0,13.0,2106.0
und5MPZvDEEG,toys,2550.0,35.0,28.0,22.0,21560.0
9ouNDAZPKapa,toys,2200.0,16.0,11.0,11.0,1936.0
kX7oZABYupC7,toys,500.0,16.0,22.0,15.0,5280.0
wjG4zdMmY00M,toys,1350.0,35.0,10.0,35.0,12250.0
Niywnp3i2d3W,toys,1400.0,35.0,10.0,35.0,12250.0
8a9VQQHGkT0J,toys,16900.0,37.0,65.0,37.0,88985.0
t8VzSdZc45vv,electronics,900.0,24.0,12.0,12.0,3456.0
0XyYmaoLSH4j,computers_accessories,180.0,16.0,9.0,16.0,2304.0
AZCgZlCv37nj,toys,450.0,24.0,7.0,12.0,2016.0
MXIDpBL8zOVA,toys,1350.0,27.0,9.0,18.0,4374.0
55v97b7FKhEm,furniture_mattress_and_upholstery,1850.0,41.0,21.0,21.0,18081.0
YoWJiMrFBYAo,toys,150.0,26.0,16.0,16.0,6656.0
Wm1k1kx2RYQ8,furniture_decor,1170.0,22.0,12.0,20.0,5280.0
ZeMdY9hO43n5,toys,5550.0,36.0,51.0,18.0,33048.0
oyHRoKBexOF0,toys,400.0,35.0,4.0,25.0,3500.0
