order_id,customer_id,customer_city,customer_state,order_purchase_timestamp,order_approved_at,order_month,total_items,unique_products,unique_sellers,product_revenue,shipping_charges,total_order_value,shipping_to_price_pct,unique_categories,main_product_category,avg_product_weight_g,avg_product_volume_cm3,payment_rows,main_payment_type,max_installments,payment_value,payment_difference,payment_match_status
0DF59MmccPv4,zfmdcVbSSus7,timbo,sc,"2018-05-06 19:50:08","2018-05-07 09:56:10",2018-05-01,1,1,1,45.83,13.80,59.63,30.11,1,toys,183.00,2106.00,1,credit_card,1,66.70,7.07,potential_gap
10rJ5Zmskknk,PANMc146THkP,"sao bernardo do campo",sp,"2018-08-08 19:19:54","2018-08-08 19:35:14",2018-08-01,1,1,1,75.25,68.24,143.49,90.68,1,toys,2550.00,21560.00,1,credit_card,1,186.46,42.97,potential_gap
1HoooFCAAipF,uXCGChk8sbU2,salto,sp,"2017-11-27 18:25:55","2017-11-28 03:21:19",2017-11-01,1,1,1,37.84,33.90,71.74,89.59,1,auto,1850.00,18150.00,1,wallet,1,428.08,356.34,potential_gap
0gQui6LvlU5t,rxmFMezo5EAb,anapolis,go,"2017-11-14 21:24:49","2017-11-14 21:46:45",2017-11-01,1,1,1,76.99,38.94,115.93,50.58,1,toys,400.00,1156.00,1,credit_card,5,87.96,-27.97,potential_gap
1GD1ztHSEY89,oJVFQ1PPSiqX,"rio de janeiro",rj,"2017-05-24 13:55:43","2017-05-24 14:05:14",2017-05-01,1,1,1,23.10,67.12,90.22,290.56,1,toys,184.00,2340.00,1,credit_card,10,151.15,60.93,potential_gap
0tQNH5yMQnRR,ms3vOBVNSt9I,teolandia,ba,"2018-07-01 16:28:11","2018-07-01 16:49:50",2018-07-01,1,1,1,518.18,7.65,525.83,1.48,1,toys,250.00,640.00,1,credit_card,2,35.49,-490.34,potential_gap
1MmVLtvdY0P7,PdURXwkuj47Q,guaruja,sp,"2017-12-20 21:44:31","2017-12-20 21:56:28",2017-12-01,1,1,1,34.00,24.19,58.19,71.15,1,toys,7000.00,36000.00,1,credit_card,1,112.15,53.96,potential_gap
0tKHPrBRUuzE,r3zAjtLzAvhg,"sao paulo",sp,"2018-06-04 19:37:38","2018-06-05 07:10:31",2018-06-01,1,1,1,14.10,3.81,17.91,27.02,1,toys,1050.00,6300.00,1,credit_card,6,9.03,-8.88,potential_gap
0nMkaYj8IvYn,ZnEwE1d9Xjy6,"sao paulo",sp,"2018-07-14 23:50:02","2018-07-15 00:04:08",2018-07-01,1,1,1,820.05,33.74,853.79,4.11,1,toys,450.00,4096.00,1,credit_card,1,76.24,-777.55,potential_gap
1ENf37qerWlx,91wxxPkMYOV0,belem,pa,"2018-02-10 21:57:04","2018-02-10 22:40:22",2018-02-01,1,1,1,18.04,48.07,66.11,266.46,1,toys,5000.00,16000.00,1,credit_card,6,62.42,-3.69,potential_gap
0Re5Spb4iFca,U6sNZLA8co1C,torres,rs,"2018-06-04 17:42:44","2018-06-04 17:53:10",2018-06-01,1,1,1,31.00,6.15,37.15,19.84,1,food_drink,472.00,4864.00,1,credit_card,5,617.24,580.09,potential_gap
07B7qmxrDGYe,YvPs5nzSwByO,curitiba,pr,"2018-01-10 23:05:23","2018-01-10 23:13:28",2018-01-01,1,1,1,13.97,2.01,15.98,14.39,1,toys,450.00,24000.00,1,credit_card,5,221.86,205.88,potential_gap
1CJT3PJh131h,UHXluC5jQ8E6,lajeado,rs,"2017-11-18 13:10:48","2017-11-18 16:15:28",2017-11-01,1,1,1,2139.99,63.31,2203.30,2.96,1,toys,4150.00,12000.00,1,credit_card,10,96.63,-2106.67,potential_gap
1DXRQXbvV7Yl,C2BCv00oulet,"rio branco",ac,"2018-05-03 22:54:21","2018-05-04 21:35:17",2018-05-01,1,1,1,71.99,10.30,82.29,14.31,1,toys,1050.00,12960.00,1,credit_card,5,812.76,730.47,potential_gap
0ab7Qdrfjd6L,t6mpslmcDoqD,"montes claros",mg,"2017-09-16 16:19:14","2017-09-16 16:30:23",2017-09-01,1,1,1,2899.00,17.44,2916.44,0.60,1,toys,4800.00,30492.00,1,credit_card,3,29.90,-2886.54,potential_gap
14MKdSPFBjVO,6fIWOiJwk56v,jau,sp,"2018-08-06 17:28:26","2018-08-06 17:44:36",2018-08-01,1,1,1,28.75,149.66,178.41,520.56,1,toys,1700.00,4864.00,1,credit_card,10,48.56,-129.85,potential_gap
17Lriecl3D0I,j9uQxvhbtlKU,"porto alegre",rs,"2018-04-23 18:18:38","2018-04-24 18:58:16",2018-04-01,1,1,1,779.00,66.27,845.27,8.51,1,toys,12000.00,70875.00,1,credit_card,4,250.61,-594.66,potential_gap
0JuqQIwfLYnT,ZutsxTeqUkkC,"santa mariana",pr,"2017-07-01 16:52:31","2017-07-01 17:05:07",2017-07-01,1,1,1,109.82,161.82,271.64,147.35,1,toys,400.00,3248.00,1,credit_card,1,214.87,-56.77,potential_gap
1C1YRHrpcLIj,bWQnMTNOsYjP,uberlandia,mg,"2017-03-25 23:39:35","2017-03-25 23:55:09",2017-03-01,1,1,1,266.55,2.46,269.01,0.92,1,furniture_decor,600.00,1800.00,1,voucher,1,530.47,261.46,potential_gap
0NugXz7CNAqC,gVbXea1gY3Ea,carapicuiba,sp,"2018-08-16 08:42:47","2018-08-16 08:55:25",2018-08-01,1,1,1,46.20,22.52,68.72,48.74,1,toys,700.00,7260.00,1,credit_card,4,90.45,21.73,potential_gap
0Tj5Lu0OZ2mg,foqyugncyNFD,"belo horizonte",mg,"2018-05-10 11:54:32","2018-05-10 12:56:20",2018-05-01,1,1,1,10.35,3.23,13.58,31.21,1,toys,2841.00,23920.00,1,credit_card,8,211.98,198.40,potential_gap
0a0B5hOofZtY,mkE5lKy4zMeh,"belo horizonte",mg,"2018-06-28 18:18:26","2018-06-28 18:32:17",2018-06-01,1,1,1,889.90,57.86,947.76,6.50,1,toys,3250.00,33660.00,1,credit_card,1,525.61,-422.15,potential_gap
05HlfQibjdaI,NvymfETpdT0g,bage,rs,"2017-09-26 00:05:02","2017-09-26 00:25:04",2017-09-01,1,1,1,966.90,12.84,979.74,1.33,1,toys,444.00,4480.00,1,credit_card,5,278.46,-701.28,potential_gap
0Tvm6gpddv2Q,IxudLgWgQggk,maua,sp,"2018-04-17 00:29:51","2018-04-17 00:50:17",2018-04-01,1,1,1,4099.99,67.36,4167.35,1.64,1,garden_tools,1650.00,19800.00,1,credit_card,5,500.00,-3667.35,potential_gap
0NPkPlw53wrP,bGeEkP4X9MLm,"sao paulo",sp,"2017-12-14 04:54:58","2017-12-15 02:17:11",2017-12-01,1,1,1,509.99,32.34,542.33,6.34,1,toys,200.00,5120.00,1,wallet,1,56.87,-485.46,potential_gap
0cNPamkljsmJ,GeqLGdDFewQk,brasilia,df,"2018-05-09 15:14:19","2018-05-09 15:37:09",2018-05-01,1,1,1,169.99,61.01,231.00,35.89,1,toys,200.00,1782.00,1,credit_card,2,2838.22,2607.22,potential_gap
1GnjITlbkD0I,FmVwJEjq0Cgm,"sao paulo",sp,"2017-11-23 13:29:30","2017-11-23 13:37:32",2017-11-01,1,1,1,140.93,20.17,161.10,14.31,1,toys,11750.00,41328.00,1,credit_card,2,214.53,53.43,potential_gap
06MHuoeFSSoR,ZjPRyFQb2cLD,caceres,mt,"2017-09-12 15:25:10","2017-09-12 15:35:24",2017-09-01,1,1,1,120.38,61.35,181.73,50.96,1,auto,5950.00,46475.00,1,credit_card,4,201.89,20.16,potential_gap
0vtHKT6tS7hn,l8YIlXelyVQT,"campos dos goytacazes",rj,"2018-04-29 20:44:57","2018-04-29 21:10:04",2018-04-01,1,1,1,37.84,27.32,65.16,72.20,1,toys,1300.00,2560.00,1,credit_card,3,447.00,381.84,potential_gap
1Nq8zJtPKOli,zzUOpGlgMNjc,natal,rn,"2018-01-27 00:00:07","2018-01-27 00:10:32",2018-01-01,1,1,1,411.00,32.24,443.24,7.84,1,toys,5446.00,5292.00,1,credit_card,1,99.64,-343.60,potential_gap
0KttA3mQ0yQg,Ln88Y1UDJhdN,"ribeirao preto",sp,"2018-03-25 14:29:45","2018-03-25 14:48:01",2018-03-01,1,1,1,490.90,56.50,547.40,11.51,1,toys,350.00,1690.00,1,credit_card,7,146.45,-400.95,potential_gap
1j4isK64SMq3,PlBKjkADFWbt,"porto alegre",rs,"2018-08-10 00:58:28","2018-08-14 04:15:11",2018-08-01,1,1,1,2899.00,37.90,2936.90,1.31,1,toys,450.00,8349.00,1,wallet,1,315.77,-2621.13,potential_gap
0U7LL9LW8miq,NlBPIkNQTMZH,"sao jose",sc,"2017-05-13 21:24:23","2017-05-16 03:25:21",2017-05-01,1,1,1,78.09,25.32,103.41,32.42,1,toys,5650.00,23408.00,1,wallet,1,221.64,118.23,potential_gap
1qo5L8nwBTjX,Zqnet4Y6TFnn,goiania,go,"2018-08-23 12:32:01","2018-08-23 12:45:14",2018-08-01,1,1,1,89.21,25.76,114.97,28.88,1,toys,475.00,3744.00,1,credit_card,2,160.58,45.61,potential_gap
1qGaNWlm0ual,lSskA8S4TdaG,salvador,ba,"2018-07-05 07:50:34","2018-07-05 16:18:00",2018-07-01,1,1,1,139.33,56.87,196.20,40.82,1,health_beauty,900.00,119474.00,1,credit_card,4,179.03,-17.17,potential_gap
0jxDtOCPKjvn,47IXLzqaKaOU,"campo mourao",pr,"2017-12-07 21:34:46","2017-12-07 21:50:36",2017-12-01,1,1,1,2139.99,54.64,2194.63,2.55,1,toys,2301.00,38080.00,1,credit_card,6,171.64,-2022.99,potential_gap
0AeKhXIDGeOl,MX2FUzuTx5qx,"rio de janeiro",rj,"2017-12-07 20:44:21","2017-12-08 02:53:56",2017-12-01,1,1,1,226.99,54.64,281.63,24.07,1,toys,2800.00,23328.00,1,wallet,1,52.57,-229.06,potential_gap
1f9KV0GfBmQf,QD2zu4UHhmPU,campestre,mg,"2017-06-08 21:14:31","2017-06-08 21:25:16",2017-06-01,1,1,1,75.25,12.00,87.25,15.95,1,toys,1700.00,14400.00,1,credit_card,1,95.01,7.76,potential_gap
1ing5dTSu5Fw,9wwvsHvnQn2r,santos,sp,"2018-07-04 18:24:16","2018-07-05 18:31:57",2018-07-01,1,1,1,231.27,44.96,276.23,19.44,1,toys,5550.00,25000.00,1,credit_card,10,329.20,52.97,potential_gap
0BLhTb3ClYiO,6GX0hdeqMkZq,"sao jose dos campos",sp,"2017-06-14 21:24:04","2017-06-14 21:35:18",2017-06-01,1,1,1,71.80,37.68,109.48,52.48,1,cool_stuff,1200.00,15750.00,1,credit_card,1,110.29,0.81,matched
0H6YL4YM8oZC,EUpwtfvt4eom,carazinho,rs,"2018-01-09 08:26:47","2018-01-09 08:36:03",2018-01-01,1,1,1,100.00,11.36,111.36,11.36,1,electronics,1836.00,8784.00,1,credit_card,1,420.47,309.11,potential_gap
2Jbr1MhEmkIs,eRIr8uMQixin,salvador,ba,"2017-01-28 20:01:21","2017-01-28 20:31:32",2017-01-01,1,1,1,333.50,25.28,358.78,7.58,1,toys,3625.00,28652.00,1,credit_card,3,399.22,40.44,potential_gap
25pQorIsT9XG,smZvvNLvV8Ez,"santa cruz do sul",rs,"2017-07-03 17:41:49","2017-07-03 17:55:20",2017-07-01,1,1,1,22.97,38.66,61.63,168.31,1,food_drink,600.00,8400.00,1,credit_card,2,62.60,0.97,matched
2h0BGlUwGRS1,GyQLgLcEsyyk,cuiaba,mt,"2017-04-20 12:45:34","2017-04-22 09:10:13",2017-04-01,1,1,1,525.99,60.65,586.64,11.53,1,garden_tools,16400.00,90000.00,1,voucher,1,85.24,-501.40,potential_gap
2MGiPfM1fYce,XrmOwIWMgFTS,linhares,es,"2017-04-19 17:19:08","2017-04-20 17:30:20",2017-04-01,1,1,1,115.32,29.06,144.38,25.20,1,toys,2300.00,24000.00,1,credit_card,10,43.72,-100.66,potential_gap
1VAo82Ufuaol,UuNoFHtGgvvb,maringa,pr,"2017-03-23 23:55:55","2017-03-25 02:10:41",2017-03-01,1,1,1,741.82,10.68,752.50,1.44,1,toys,1500.00,5100.00,1,wallet,1,315.66,-436.84,potential_gap
27m5wByUrmwi,bBA9OtLF72Db,"sao caetano do sul",sp,"2018-01-18 00:19:41","2018-01-18 00:31:32",2018-01-01,1,1,1,76.99,16.99,93.98,22.07,1,furniture_mattress_and_upholstery,1850.00,18081.00,1,credit_card,3,110.76,16.78,potential_gap
2dWPVJZxwi1t,DQeaJZAowYD5,"belo horizonte",mg,"2017-09-26 17:29:19","2017-09-27 03:35:02",2017-09-01,1,1,1,159.77,93.37,253.14,58.44,1,toys,4350.00,23166.00,1,wallet,1,318.25,65.11,potential_gap
2z0J1TsDQcfv,eeVq3V5ZvMJc,ituiutaba,mg,"2018-01-25 12:47:39","2018-01-26 03:16:04",2018-01-01,1,1,1,749.90,16.45,766.35,2.19,1,toys,1450.00,7776.00,1,wallet,1,782.26,15.91,potential_gap
2QIVkkyZ8RSQ,HYefMMqVhyWE,olinda,pe,"2017-11-27 22:36:14","2017-11-30 16:27:02",2017-11-01,1,1,1,475.00,21.98,496.98,4.63,1,toys,350.00,3800.00,1,credit_card,6,102.41,-394.57,potential_gap
1S0V4zm14Sl7,kDeRn5clu5d1,cascavel,pr,"2017-09-20 16:14:30","2017-09-20 16:30:23",2017-09-01,1,1,1,48.40,120.19,168.59,248.33,1,toys,396.00,2772.00,1,credit_card,6,732.68,564.09,potential_gap
1UnYItSfNnuH,4DCGNNF7GGzX,veranopolis,rs,"2017-01-15 23:25:23","2017-01-17 03:22:00",2017-01-01,1,1,1,42.89,28.68,71.57,66.87,1,furniture_decor,400.00,14985.00,1,wallet,1,224.32,152.75,potential_gap
27Ei7tBAzqOe,4CX4rdTXFViH,"rio de janeiro",rj,"2017-04-28 20:58:38","2017-04-28 21:10:14",2017-04-01,1,1,1,356.00,110.61,466.61,31.07,1,toys,1400.00,10500.00,1,credit_card,3,125.13,-341.48,potential_gap
2z3QE8ykS6G6,4PCMFd9Z8SS2,matinhos,pr,"2017-07-15 18:54:14","2017-07-15 19:05:17",2017-07-01,1,1,1,152.72,161.82,314.54,105.96,1,toys,500.00,3192.00,1,credit_card,3,205.18,-109.36,potential_gap
2mCF9Qq5JA0K,VMAMglGK5IS4,"sao paulo",sp,"2018-07-19 15:52:41","2018-07-19 16:05:26",2018-07-01,1,1,1,36.20,16.39,52.59,45.28,1,toys,1050.00,6912.00,1,credit_card,2,94.22,41.63,potential_gap
2meHPtH0sBXq,IJMbe5Q5hc6G,"sao paulo",sp,"2018-03-31 20:23:22","2018-04-01 20:15:24",2018-03-01,1,1,1,31.58,87.58,119.16,277.33,1,toys,680.00,4590.00,1,credit_card,10,147.53,28.37,potential_gap
2pAHDYulNpS4,GI811e5bUcyF,valenca,rj,"2017-03-07 16:02:19","2017-03-09 02:51:04",2017-03-01,1,1,1,89.57,2.46,92.03,2.75,1,toys,300.00,3840.00,1,wallet,1,51.26,-40.77,potential_gap
2JNCYLmdvAH2,b9dl2bg8Yg7H,"sao paulo",sp,"2018-07-19 15:44:59","2018-07-20 05:03:25",2018-07-01,1,1,1,131.35,10.33,141.68,7.86,1,toys,1675.00,11500.00,1,wallet,1,49.65,-92.03,potential_gap
20mBCinOeGa8,76SVUy1UDiqn,araras,sp,"2017-10-03 15:34:12","2017-10-04 02:43:40",2017-10-01,1,1,1,127.77,47.55,175.32,37.22,1,fashion_bags_accessories,100.00,1584.00,1,wallet,1,514.60,339.28,potential_gap
2uSUNpwYhV1v,2cLw96bsyfK3,"sao paulo",sp,"2018-02-25 12:47:36","2018-02-25 13:07:45",2018-02-01,1,1,1,31.50,17.78,49.28,56.44,1,toys,1800.00,8970.00,1,credit_card,1,6.68,-42.60,potential_gap
1UGTAHPbG2kx,aNuy22XAtzuo,palmeiras,ba,"2017-02-14 16:28:33","2017-02-16 02:25:57",2017-02-01,1,1,1,238.97,31.00,269.97,12.97,1,toys,300.00,1408.00,1,wallet,1,19.37,-250.60,potential_gap
2A8sXputAJ5p,ROnn5XXV6UTw,"sao paulo",sp,"2017-07-31 17:56:46","2017-07-31 18:10:08",2017-07-01,1,1,1,156.30,61.32,217.62,39.23,1,toys,300.00,5184.00,1,credit_card,3,317.24,99.62,potential_gap
2rHhjxl9k7FY,BUwlBfl6hL56,"sao jose do rio preto",sp,"2017-06-14 17:47:53","2017-06-14 17:55:13",2017-06-01,1,1,1,1375.00,42.38,1417.38,3.08,1,auto,2600.00,11544.00,1,credit_card,3,36.32,-1381.06,potential_gap
26Nqi73tsPdj,hBzk0qgUYtGZ,"sao joao de meriti",rj,"2017-06-09 21:19:59","2017-06-09 21:30:12",2017-06-01,1,1,1,136.97,34.29,171.26,25.03,1,watches_gifts,314.00,2772.00,1,credit_card,4,252.42,81.16,potential_gap
1wxqRGy23Cd9,QjUp14egIyfO,"sao paulo",sp,"2018-02-15 18:50:08","2018-02-16 17:08:32",2018-02-01,1,1,1,121.87,7.56,129.43,6.20,1,toys,2500.00,14400.00,1,credit_card,5,588.58,459.15,potential_gap
2WJjfsTcJSiF,qB3O4vuDiDw7,curitiba,pr,"2017-06-08 09:42:23","2017-06-09 02:42:37",2017-06-01,1,1,1,509.99,41.41,551.40,8.12,1,computers_accessories,100.00,1408.00,1,wallet,1,8.99,-542.41,potential_gap
23zxwDW5f6aD,cIVAqANVa7B1,berilo,mg,"2018-08-03 13:32:54","2018-08-04 05:05:18",2018-08-01,1,1,1,459.00,5.86,464.86,1.28,1,toys,185.00,8993.00,1,wallet,1,141.40,-323.46,potential_gap
2V5bQyV3qAoc,5fcqyJEavnj6,curitiba,pr,"2018-04-30 11:29:36","2018-04-30 11:51:15",2018-04-01,1,1,1,103.12,17.59,120.71,17.06,1,toys,500.00,6460.00,1,credit_card,10,219.51,98.80,potential_gap
2Tg52nz7wG56,opakWjnv1Ne0,"sao paulo",sp,"2017-11-24 12:55:33","2017-11-24 15:13:14",2017-11-01,1,1,1,67.90,61.32,129.22,90.31,1,toys,500.00,6050.00,1,voucher,1,15.75,-113.47,potential_gap
25b6bDqc3fLf,6r9ZX6HJFmw1,"sao jose dos campos",sp,"2016-10-04 13:02:10","2016-10-05 03:08:27",2016-10-01,1,1,1,579.90,101.63,681.53,17.53,1,computers_accessories,900.00,7056.00,1,wallet,1,12.09,-669.44,potential_gap
28dgANzP4Rrb,JmHXPiIvN7lm,rondonopolis,mt,"2017-10-23 09:25:15","2017-10-23 09:49:29",2017-10-01,1,1,1,117.56,83.61,201.17,71.12,1,perfumery,250.00,3360.00,1,credit_card,2,163.70,-37.47,potential_gap
30N09UdKi7OJ,bGl257PxK3ca,"artur nogueira",sp,"2018-06-29 14:24:39","2018-06-29 14:35:11",2018-06-01,1,1,1,1934.00,12.59,1946.59,0.65,1,bed_bath_table,3305.00,35100.00,1,credit_card,1,276.08,-1670.51,potential_gap
2dIWxOGsWWI1,uNa7ITQX6xgU,"rio de janeiro",rj,"2017-08-14 16:23:54","2017-08-15 03:45:38",2017-08-01,1,1,1,23.95,101.29,125.24,422.92,1,toys,2600.00,16632.00,1,wallet,1,212.22,86.98,potential_gap
22Tzlk6Jb5Ko,liHt3QyJHSR1,"santa barbara d'oeste",sp,"2018-02-24 15:34:01","2018-02-24 15:50:23",2018-02-01,1,1,1,290.47,23.60,314.07,8.12,1,toys,150.00,4000.00,1,credit_card,2,142.53,-171.54,potential_gap
2niYEi1qYcs3,4r1yc7DMU7AD,"santo antonio da platina",pr,"2017-10-15 20:22:19","2017-10-15 20:35:13",2017-10-01,1,1,1,659.49,38.66,698.15,5.86,1,toys,1200.00,4096.00,1,credit_card,6,56.16,-641.99,potential_gap
2rl1fronrKhw,hYfytmqxuaNq,brasilia,df,"2018-04-15 23:35:17","2018-04-15 23:49:54",2018-04-01,1,1,1,820.00,12.28,832.28,1.50,1,toys,350.00,816.00,1,credit_card,5,32.92,-799.36,potential_gap
2RRJ7u9MWAFr,eEQyMmbOTkGb,"sao paulo",sp,"2018-04-06 22:18:54","2018-04-09 20:10:35",2018-04-01,1,1,1,128.99,101.63,230.62,78.79,1,toys,950.00,9936.00,1,credit_card,1,93.09,-137.53,potential_gap
1uLKxT82v0Jv,2BifBCDIDlu9,salto,sp,"2017-09-23 16:29:38","2017-09-25 18:15:15",2017-09-01,1,1,1,820.00,70.82,890.82,8.64,1,fashion_bags_accessories,150.00,4096.00,1,credit_card,1,413.84,-476.98,potential_gap
0wCXdhFYf5Ee,a7wTbXxJmxuP,vitoria,es,"2018-03-31 10:41:36","2018-03-31 10:50:12",2018-03-01,1,1,1,319.29,63.44,382.73,19.87,1,toys,1200.00,15750.00,1,credit_card,6,235.32,-147.41,potential_gap
01jAnINOs9gH,FGMd1bftqK9d,"sao paulo",sp,"2017-06-07 15:47:57","2017-06-07 16:02:16",2017-06-01,1,1,1,131.90,136.19,268.09,103.25,1,fixed_telephony,455.00,17496.00,1,credit_card,4,1.27,-266.82,potential_gap
0Ne89pPjMv3W,vG1sL8pa2pFt,morretes,pr,"2017-06-13 11:12:52","2017-06-14 02:35:26",2017-06-01,1,1,1,392.55,121.22,513.77,30.88,1,toys,1100.00,9768.00,1,wallet,1,124.52,-389.25,potential_gap
0l2MkAhIvbfQ,MIkgcSKxfTV8,"sao paulo",sp,"2018-08-25 23:39:08","2018-08-25 23:50:17",2018-08-01,1,1,1,518.18,28.31,546.49,5.46,1,toys,200.00,2415.00,1,credit_card,1,530.47,-16.02,potential_gap
06YGCJd7MMfn,qWPQaH2zO7cj,"sao paulo",sp,"2017-04-12 16:58:36","2017-04-12 17:10:16",2017-04-01,1,1,1,78.87,55.54,134.41,70.42,1,toys,500.00,1512.00,1,credit_card,5,185.11,50.70,potential_gap
0l21ZGaPklSo,TuTAa64UNAYA,mangueirinha,pr,"2017-10-10 10:05:26","2017-10-10 10:26:46",2017-10-01,1,1,1,319.29,14.25,333.54,4.46,1,computers_accessories,800.00,5400.00,1,credit_card,1,14.27,-319.27,potential_gap
1bVvyWMKz7oP,OS1lEK3QyuE1,"taboao da serra",sp,"2017-08-03 15:41:08","2017-08-03 16:50:16",2017-08-01,1,1,1,28.82,6.56,35.38,22.76,1,computers_accessories,173.00,2808.00,1,credit_card,2,68.06,32.68,potential_gap
0tI8o3lio6em,u8MPYZBa7WA3,"rio de janeiro",rj,"2017-12-11 11:17:25","2017-12-11 11:31:48",2017-12-01,1,1,1,75.25,16.38,91.63,21.77,1,toys,4750.00,8000.00,1,credit_card,2,583.82,492.19,potential_gap
0bVBOzdBxmuU,PZ53HK0D4SZy,cacador,sc,"2018-01-19 22:07:47","2018-01-20 22:22:27",2018-01-01,1,1,1,78.73,43.06,121.79,54.69,1,toys,14000.00,93248.00,1,credit_card,10,70.79,-51.00,potential_gap
0OA5GJqiwWL1,3XmtUnXQnijy,"rio de janeiro",rj,"2017-08-03 20:01:55","2017-08-03 20:15:20",2017-08-01,1,1,1,692.00,46.76,738.76,6.76,1,toys,1550.00,19800.00,1,credit_card,1,665.87,-72.89,potential_gap
1jVKLoisXq6n,T0oCjsbCGy7e,atibaia,sp,"2017-10-18 17:52:06","2017-10-19 15:49:28",2017-10-01,1,1,1,62.83,16.06,78.89,25.56,1,toys,3000.00,32000.00,1,debit_card,1,259.03,180.14,potential_gap
0uoIfkSc9BzR,QGglgZWr1wKl,itapema,sc,"2018-01-29 21:34:59","2018-01-29 21:51:36",2018-01-01,1,1,1,261.00,34.13,295.13,13.08,1,fashion_shoes,750.00,8712.00,1,credit_card,10,382.92,87.79,potential_gap
0rH5AjDZbEKx,p8ZwzvBfQyNQ,"belo horizonte",mg,"2017-12-28 17:59:23","2017-12-28 18:10:41",2017-12-01,1,1,1,31.46,70.00,101.46,222.50,1,toys,2100.00,5434.00,1,credit_card,2,690.86,589.40,potential_gap
07zRdCRC2F6Z,NlHkSie7ZkaG,bauru,sp,"2017-12-28 22:10:13","2017-12-28 22:21:19",2017-12-01,1,1,1,29.95,21.05,51.00,70.28,1,toys,1450.00,13824.00,1,credit_card,5,43.10,-7.90,potential_gap
1B8Sf4ezfOqq,FkJNffvChcYs,colatina,es,"2018-05-16 11:56:35","2018-05-17 03:34:47",2018-05-01,1,1,1,491.99,6.87,498.86,1.40,1,toys,100.00,792.00,1,wallet,1,173.12,-325.74,potential_gap
0TPWUS65PvGS,CTIsFbSqhcGe,"rio de janeiro",rj,"2017-01-31 21:57:33","2017-01-31 22:15:08",2017-01-01,1,1,1,357.00,35.46,392.46,9.93,1,toys,9750.00,37260.00,1,credit_card,5,484.06,91.60,potential_gap
0zKlqa99fz4v,gqkkSZg03Cbo,fortaleza,ce,"2017-07-19 14:34:02","2017-07-20 06:43:13",2017-07-01,1,1,1,333.50,31.07,364.57,9.32,1,health_beauty,200.00,3960.00,1,wallet,1,228.33,-136.24,potential_gap
