customer_id,customer_zip_code_prefix,customer_city,customer_state
lSomgOsTCP4U,31980,sao bernardo do campo,sp
fdOB1jOqBSQS,71572,sao paulo,sp
9AU7CfR0udf7,96170,apucarana,pr
f3tYfLzojNVI,77330,pocos de caldas,mg
HJYGjBBwZZtF,89030,sarandi,pr
5l068RJToruk,92990,sao paulo,sp
m3rvPRXOZVMK,12904,sao fidelis,rj
bVaYS9waa2sh,18304,guaruja,sp
ggRUhTY47BvS,11081,rio de janeiro,rj
tNTik5aFiRfV,35662,sao paulo,sp
swwLA3wfsrzU,83030,toledo,pr
bP5kiwkaCqIi,13479,sao paulo,sp
E0YjDtmJ2tu9,60540,sao paulo,sp
x4Koq5pqV2iA,36660,campo do meio,mg
VQmOdb97L3NX,64804,paulinia,sp
rWQ5DmfRpEHX,70833,belo horizonte,mg
7tHlpp9PIsDJ,25036,jundiai,sp
ZjkS1jjTW4ei,40243,curitiba,pr
3ygMHzAu6iPq,4545,macae,rj
6qV1JAlxvACX,58195,fernandopolis,sp
xt2w5DiNag1t,72899,irani,sc
V2raysQanXud,4582,nova esperanca do sul,rs
BsmOTC1b93g1,13015,cotia,sp
0ppLSIt4btFY,6435,sao paulo,sp
31A7FiOQoCnn,90200,taboao da serra,sp
Ivtp0KMG7fRV,3383,sao paulo,sp
RaooSyuOMPGV,8579,sao paulo,sp
PYIfk4aezkrI,94040,sao paulo,sp
zdKG9apl6jIZ,83480,foz do iguacu,pr
Xv2LLvsTB2Wn,25980,campinas,sp
XaUlNzHILmZh,93804,sao paulo,sp
5mXDJ6NmcXmv,38745,rio de janeiro,rj
g6qtNzCdXU0C,17522,tres barras,sc
soLxGcdOU73S,61658,feira de santana,ba
OPPFYEAWif9X,56330,sao paulo,sp
sM9kRw53gwad,1451,sao paulo,sp
D4iBJgP2KjHq,1454,vitoria,es
o0gnecAFdlJB,58233,sao paulo,sp
nPfVkqhhWTwb,49700,sao paulo,sp
uzQYBbMbMPMF,60767,sao jose do turvo,rj
Jxy8uod7ozFs,13221,contagem,mg
oAZ7OCWKsoDv,85023,lages,sc
0ElCR6lB1a8Z,63580,rio de janeiro,rj
jye5qp1Wu0FI,97690,sao bernardo do campo,sp
RUpwIYbtZ0l3,41706,sao paulo,sp
4MBF3DUDYYV5,89633,sao leopoldo,rs
7LX2ffZwwzuW,8321,rio de janeiro,rj
ufeA6XZUvEln,40260,sao caetano do sul,sp
vOL6Nxc99z2n,2873,sorocaba,sp
YNBaU2euoQ3y,89809,sao paulo,sp
f3hY5LK6K2rT,6767,itapevi,sp
mN9bdCM7GgFE,83323,sao paulo,sp
gN5WSy7WygiK,4135,divinopolis,mg
8Cp259DS3W4b,26310,santos dumont,mg
vBXAF0ljQOn7,3759,ipojuca,pe
nmYbYIE684Jz,18119,guarulhos,sp
gjw2ezpSJvR1,9682,teresina,pi
ALDvocEtJSSN,3102,rio de janeiro,rj
rl6DXFwpoeWA,81670,jaragua do sul,sc
aR68UXjxXjsQ,89295,panorama,sp
FE792HtGAt71,2525,belo horizonte,mg
flrMa2cVRj8c,55034,jacarei,sp
vVnbcPACiUlO,4502,sao paulo,sp
6Oyl3eGtC0gr,49520,feira de santana,ba
TrLRMUdWaQHx,22740,belo horizonte,mg
UXs8qnVOI84S,38406,sao lourenco,mg
YFoKoWL2X75t,23933,sao paulo,sp
dNFSFbNcvQEX,11473,guarulhos,sp
0fbv2MuqXbqx,27915,araxa,mg
FmvgV0A44TaS,80030,brasilia,df
NA6521waTjnZ,58033,nova friburgo,rj
IVuCRVIA6rml,8766,sao paulo,sp
AU4iqmURZEnJ,75094,campinas,sp
D5dB0pZa5zho,65072,rio de janeiro,rj
XrmOwIWMgFTS,53530,linhares,es
y510OvWhsolR,5451,diadema,sp
lNyehspOb9Lz,7813,sao paulo,sp
snGOZiHSdoKM,38760,cafelandia,sp
UWI2mBhl2d8P,6858,joinville,sc
YfN1DeT1YGiY,3892,sao paulo,sp
sKwLXkyBq5VP,69033,itabuna,ba
FTEqFKZluPxz,28942,brasilia,df
ZQ37SMSff5yt,35115,botucatu,sp
rYsVZieS9YlZ,78237,campinas,sp
bBdaOit4rJ29,6332,taio,sc
CgPeFU7Ho2Fc,88025,serra,es
Xhqij3xorJCW,3452,tubarao,sc
tF7F4FFz5AeL,6010,uberlandia,mg
CoxzTPZu9637,3336,campo grande,ms
qeZCC3BlcACE,16204,vila valerio,es
xCe2rNxNNeZ9,4865,engenheiro paulo de frontin,rj
FIAgvkiG0Rn7,37002,ananindeua,pa
N8AWnnTb2KYi,89663,bela vista de goias,go
mNPCM1Ff7p26,8571,divinopolis,mg
McoxVVasu414,59054,campos dos goytacazes,rj
PE1IpEwfQWnD,96545,mossoro,rn
xh0hGOWQ4po2,68464,sao jose dos campos,sp
gHYOH8lHMYWj,8566,itu,sp
tgOqRS1ySu2E,68903,sao paulo,sp
WZu0l2oQ9c3C,86818,palhoca,sc
JwaxDDor8HJS,19034,nova iguacu,rj
E7RspGp8H7WD,12239,marilandia,es
6E5nlCKrnHEf,1518,sao paulo,sp
PxOk1wdyXOy8,1228,campinas,sp
UuPk1acPQ0gs,79904,sao roque,sp
0M1jsLTW6b5V,87020,santo andre,sp
1MA6mCBkIMCr,75110,santa maria,rs
96IzdLOFjMzC,74140,sao paulo,sp
Rc0LLFq6sTnx,33015,campos dos goytacazes,rj
bhLhyyAfQ0ha,30644,sao jose dos campos,sp
bj4nV5oi64BU,2411,jaragua do sul,sc
NqDXxqVlSI4S,72899,irani,sc
OBCnsVkkH31c,74030,sao vicente,sp
DSNpwUg48E10,90450,braganca paulista,sp
0L9kj9ss3U8X,41906,mage,rj
JNwZxN5F26XN,11380,santana de parnaiba,sp
Fw75b7PhIH2s,65605,macae,rj
RsKKhLOuYvRj,45750,sao paulo,sp
li6n11KfL9qe,13840,juiz de fora,mg
1uoZyUZ8ofd8,66050,sao paulo,sp
QIq0mujA0XNC,86077,santo andre,sp
13QC1AOX58yu,81450,petropolis,rj
Vgyfmb4nYOoj,8545,contagem,mg
RHJ0CL41nYe1,48130,sabara,mg
xV6mRxIQbW8x,26535,rio de janeiro,rj
pDuKFS4bqSbx,95500,rio de janeiro,rj
guvHjqqiGGYD,16305,sao paulo,sp
zaQlKYHHyUFT,82310,nhandeara,sp
4vxo2lLXmhJg,12630,sao paulo,sp
CXhBTYB1j7es,72915,imbe,rs
f8TCXhL2ohSn,97340,salvador,ba
0HOc4IVAMvcc,4013,pirassununga,sp
UHlLgh1aBsVI,68372,brasilia,df
wWrDFiKC8SqR,97930,ribeirao preto,sp
xemFKlPpjf1O,1144,santo andre,sp
HWooUBgyBrJU,29360,sao paulo,sp
Rq3VTAVc4cEX,8250,presidente prudente,sp
BkrFAZLNaKP8,77725,sao paulo,sp
EbO7yiSrYEwd,99072,guarulhos,sp
xDaUEW904mou,87528,cuiaba,mt
yg2g0mAhx5T1,5836,carapicuiba,sp
Qepcd09PiBVh,26261,petropolis,rj
7EoYi1dl0ZlZ,40255,belem,pa
60KylWXGYQWc,4360,sumare,sp
oEsDVgcHUH2R,61631,bauru,sp
KE0ldMSkJ7ON,3223,itapeva,sp
DPGuqDFQ5v6X,59078,rio grande da serra,sp
JSMHxsrux4bk,63907,porto alegre,rs
MT2XwzRoueKM,64082,cachoeiro de itapemirim,es
eOV9utT5xYwu,79785,niteroi,rj
B0HWFSoHNCtv,5621,nova petropolis,rs
G7ctZMVXvhq5,3437,franco da rocha,sp
snqBXMdSjEzu,87070,carapicuiba,sp
QBpRMQRMpteB,74393,sao paulo,sp
CERpOcaKTlre,69906,rio de janeiro,rj
uCT2w9ezPhij,3412,tatui,sp
23k82QBZZMgO,72502,indaiatuba,sp
wZtFhTNeKgAc,44710,sao paulo,sp
E5kdkpZwpAQi,26285,sao paulo,sp
giIQsy9NZbQX,51111,ribeirao preto,sp
kYXwNMuLFLYH,3310,parnamirim,rn
kaJ5Kr5w3fTS,2754,arapongas,pr
7cVstwXEHt8D,55863,petrolina,pe
uHHxWXPtKeGU,26325,sao joao da boa vista,sp
mHwSTsg4zuic,14702,curitiba,pr
q3SR383yIm4p,83035,penha,sc
ZcgwaiAcfiU4,9974,campinas,sp
oxt0oCiHjXqv,27211,sao paulo,sp
SDZ9cjZvkpjT,2541,canavieiras,ba
xaKhF2p20DS4,11432,rio de janeiro,rj
H78oIa2WtYqp,36510,barra do pirai,rj
NwCPzSKKEvVp,35032,timoteo,mg
GffvnWbtrKlT,94451,sao bernardo do campo,sp
nbKzQ0AuCDl0,29153,embu das artes,sp
TeK8Gd0TnsHQ,2525,belo horizonte,mg
0umHcduJWwGe,27210,brasilia,df
5YiamV3feycE,39780,belo horizonte,mg
kE9B2mavut7o,13503,domingos martins,es
6zU2Rbui6nk7,2185,jundiai,sp
9opodpHpLahP,36061,araguaina,to
Sn3F2BTGEflH,5470,sao paulo,sp
Riy0bJoX1wnl,1454,vitoria,es
iLswctj4iZW9,60521,guapimirim,rj
gAcLsepZ6u04,3564,sao paulo,sp
YpygInCyIABs,64212,sete lagoas,mg
i8807OfGgRJf,6097,guarulhos,sp
ieUAQ43ejQw3,3962,rio de janeiro,rj
jMqgkqkIJ80D,25912,campinas,sp
1kGWwLW5T3we,99712,sao paulo,sp
nrFUBlp65IwQ,2375,sao paulo,sp
ygcCWf4Rr1VJ,89172,sao paulo,sp
olch8MXnY65j,78240,tijucas,sc
VJA6oIHecZYi,81750,bauru,sp
SGDdbOOsBk5s,6504,rio de janeiro,rj
ZhRjHAWIJxTK,25937,sao paulo,sp
Ng1SJFwi6dFk,96080,estiva gerbi,sp
u9EyJzrNg2zv,81470,sao jose dos campos,sp
UuNoFHtGgvvb,28911,maringa,pr
zfmdcVbSSus7,71670,timbo,sc
PANMc146THkP,72316,sao bernardo do campo,sp
qXYnpnE0nCal,25223,canela,rs
vQrrk38FZuh8,31980,sao bernardo do campo,sp
vLMSjl5yBBFP,13401,salvador,ba
wjDaijWsAj5X,4536,paranapanema,sp
zBqe5xiUeAlo,59810,clementina,sp
6zr5eWK1Y332,21520,curitiba,pr
PNf7W4oLWTmj,78048,neves paulista,sp
pnN4Afjxxc5C,46360,osasco,sp
dfjPww0DDb3c,84430,sao paulo,sp
bBA9OtLF72Db,72304,sao caetano do sul,sp
NmDQzzmsHDtt,31080,sao paulo,sp
3GU8kwxR1g2K,59135,valinhos,sp
P2NVqYwpRocO,83605,itaguai,rj
RaOkWsPxWyfH,7991,rio de janeiro,rj
QLnKaIJPjRWE,66050,sao paulo,sp
scToOw5NHiTB,4911,atibaia,sp
SdT0o45Yj8Bf,11740,araguari,mg
WS2peMiof7Jm,36784,sao paulo,sp
AOPKEr0hKCMe,96925,taboao da serra,sp
OwSYb7TQ6Qih,98760,marilia,sp
yDcfi3bn2Mbo,55298,suzano,sp
PzA9CgfociwL,60348,sao paulo,sp
fgevX8sCnX1f,5711,timoteo,mg
hNuB8KvLDzYW,32150,itauna,mg
HweMwcogYLKJ,6770,taubate,sp
PszxF4Xb9ctj,12230,marechal candido rondon,pr
v2R0fpWKdwHZ,76230,vitoria da conquista,ba
p9mGwivQnDh0,4144,florianopolis,sc
W8stm8LxzTFi,5399,marilia,sp
j26717L6pPO3,68420,campo grande,ms
D0GjGoIKnkeD,78335,pouso alegre,mg
6BMV1F1V5wnL,4068,rio de janeiro,rj
0uMVadewWdrQ,39518,campinas,sp
0PXNy4rCS7Az,81510,portao,rs
krxFfDYCmO1I,97574,rio de janeiro,rj
mzgTWjD8jrJ2,2525,belo horizonte,mg
0blmlaFl7t16,4154,belo horizonte,mg
s3kQ0WA0Kjro,58690,sao paulo,sp
ZjkZbnXTUK4W,59670,recife,pe
l1hOG9K0NNqu,61902,sao paulo,sp
Y2A89lImWjiS,12324,araruama,rj
jherbbCbG8o6,64212,sete lagoas,mg
QN2HOF65CBq7,8576,sao domingos do norte,es
61cCgU18Ntms,5569,belo horizonte,mg
kY5nqxgcLJoz,4735,queimados,rj
waCHPsPDrChV,38240,campinas,sp
pM4lx1qz46jM,2169,rio de janeiro,rj
7udbJtvDx5rR,12060,raposos,mg
yBWZB71df8Uf,4174,caxias do sul,rs
DFJtBJ9KFqwU,95702,salto da divisa,mg
5AuZqZudAJUN,5302,sao paulo,sp
biJFYDs6oiV6,45200,rio de janeiro,rj
TdWm0VAAJjOj,68750,cachoeiro de itapemirim,es
piSl4rs2CWNW,58401,neropolis,go
Z65JSmhww26s,8795,santo antonio de padua,rj
H2jk9bLzQo6c,29020,rio de janeiro,rj
Qs8Qp2kpNGpB,1431,tatui,sp
I82u5GRP33b2,77423,rio claro,sp
DQeaJZAowYD5,24805,belo horizonte,mg
IpebbBc3BLJY,65935,itapolis,sp
LWaxzDw6sbhb,84036,rio de janeiro,rj
1wNR2RRhrf1e,79013,sao paulo,sp
Xx7In061BRVv,11721,porto alegre,rs
EHmzMPGDA2Q1,2033,sao paulo,sp
qZP8L6EdGnPT,2419,sao paulo,sp
7ZhRvBN33Ppu,77425,sao vicente,sp
lMploIEDE5t1,3871,sao jose dos campos,sp
nmfHLDmLcYnN,34007,sao paulo,sp
NCLtw782Z90c,95042,rio de janeiro,rj
98lbvr6LlRNI,3610,valinhos,sp
bgk8dKC9BdcZ,99855,belem,pa
6vYncTxcoCIc,37022,sao paulo,sp
aAj2k8faWxXx,3871,sao jose dos campos,sp
c411do2kUza9,3911,sao paulo,sp
nstrXV11Eh1d,44075,vila velha,es
eeVq3V5ZvMJc,86700,ituiutaba,mg
PoAjMzkCDy4f,26311,guarapuava,pr
C4n3HzQPSwgj,85887,sao paulo,sp
a4bX6IpBfAgy,26110,barueri,sp
tDPLnreg8my3,17066,votorantim,sp
Gk7XFQagzvBP,84026,itaqui,rs
q3sqcZM697pE,59135,valinhos,sp
wGe7JNvnTjzS,3474,belo horizonte,mg
UoaCMr5bDUEM,13872,santo angelo,rs
Kpz2hTznEFNM,13973,cruz alta,rs
QfBRR8FjtOuO,49750,sao jose dos campos,sp
mgCe0f5l5E5V,4134,ararangua,sc
O97DkFr5B7D6,54250,belo horizonte,mg
9nMrNayWAXwa,55030,sao paulo,sp
Z1jdDJ1gk4DK,6787,brasilia,df
YjMdFpfohOvw,65220,pedreira,sp
HYefMMqVhyWE,90160,olinda,pe
hyuHx1hjQZlK,38490,belo horizonte,mg
93KVAyrLIcyV,11020,sao paulo,sp
pSrScTePVQM4,31050,salto,sp
yw0CT8pn6dpv,79075,sao paulo,sp
tM3WtkYRnmuM,4788,nova friburgo,rj
NtTT0puoTuuc,26600,birigui,sp
g1ClhNQGYa3r,69934,sao paulo,sp
51oOYjDzJIz9,35032,timoteo,mg
xCRM2rFEJCov,84026,itaqui,rs
FJh5L8jb0KBQ,52160,tupa,sp
LiFtXPEaDO4o,97280,sao paulo,sp
OiYtgsN3div6,6016,guaruja,sp
iXz0W1guZQsK,64046,belem,pa
Mtk3UaFqG8Op,4651,braganca paulista,sp
h8uikEDooCbh,11081,rio de janeiro,rj
D5NOgeWJP181,12423,guaratingueta,sp
GpX7D8Xva7is,58225,piraju,sp
NUjfM1LKqlKe,99170,belo horizonte,mg
uXCGChk8sbU2,36790,salto,sp
YfqYflgWn8vR,74415,rio de janeiro,rj
WTzdx8UsSArn,26580,araraquara,sp
dfCYtJZA8PwW,3370,sorocaba,sp
bnWxfj1QJaQ2,40455,esmeraldas,mg
uIllvYAkW1It,97037,guara,sp
08P6RYX9xF6I,35668,brasilia,df
Q2l45qCWP9C9,9139,pinheiro machado,rs
urWt6st0JK0H,58432,fortaleza,ce
XhA3UwKFyOGF,99030,belo horizonte,mg
UBiiJl88CwoU,36415,botucatu,sp
B54uUcMMTmZ3,64212,sete lagoas,mg
zkgT067sA725,12090,sao jose do rio preto,sp
rxmFMezo5EAb,92340,anapolis,go
pWuRLR9BGUk8,56326,cianorte,pr
PWFcU40dBS2N,14670,sorocaba,sp
wiGzovyzf5ut,75890,mage,rj
aXaVwHrtUvGo,46550,sao paulo,sp
oJVFQ1PPSiqX,33930,rio de janeiro,rj
kvcDm2olOrJR,29042,campo belo,mg
jxJBYwNPDV3Q,89245,silvianopolis,mg
gN6eHLJGEJnj,27536,cotia,sp
YO82MSPOrIq8,3910,orlandia,sp
hL12nYYh3YZG,4963,uberaba,mg
kf7ws4dHGlN9,91150,santo andre,sp
rU97iAWjKxcE,58570,brasilia,df
au6ZkjaFjLAc,13470,cruzeiro,sp
JLs6RPQchsAa,17017,guacui,es
SNhTrBtef2Vr,48895,ouro branco,mg
aL9RAULckrK3,74672,rio de janeiro,rj
VVn7erkSk7l4,55250,itabira,mg
Jxs7swrthdtq,6142,embu-guacu,sp
f6Ww1m9rUCYJ,88763,curitiba,pr
fJX5dZ2JSLKb,44571,dois vizinhos,pr
m6K5ibpji1Aw,18054,ilheus,ba
UARS3Izr5bwt,5081,campos dos goytacazes,rj
oaMEjWVeivvp,2848,mogi das cruzes,sp
785QLPMbRzXe,89160,jandira,sp
ffzfunI2TNvC,50740,votuporanga,sp
kDeRn5clu5d1,11725,cascavel,pr
axl2XzOfh9m5,69077,campina grande,pb
n2VTbNDEA1jK,12032,sao paulo,sp
9BvxzrpUAldI,27258,sorocaba,sp
BnfT6QMLWklC,88106,fervedouro,mg
Jz8RapBBedv6,13069,sarapui,sp
2LmbYodj2JZd,2634,betim,mg
IQPWnol52gR9,21241,campinas,sp
Ya7oNfV8gbvS,64017,curitiba,pr
jYso1n3HbVEp,3221,sao paulo,sp
9cI6ZLmmRsBd,66060,sorocaba,sp
EbLHlx2GoD5G,38950,barueri,sp
WSM2iHJJFF73,18108,belo horizonte,mg
agw0AzrkgJVs,32430,barueri,sp
DxGARFATZz08,19014,ribeirao pires,sp
PoQx4Efo3jac,29820,pirai,rj
juEs5JomecNZ,3121,cujubim,ro
M7mugboNEwhH,94770,presidente prudente,sp
ms3vOBVNSt9I,45545,teolandia,ba
xLBNhTP9TUVC,36406,brasilia,df
Yx3LJKk3jAfP,72465,itaquaquecetuba,sp
lrz2UMctrAfI,11461,sao paulo,sp
SqPFoVKJk683,79415,sao bernardo do campo,sp
rBsSfaw8xdT9,58027,rio de janeiro,rj
dR78n6kqRavg,84950,lavras do sul,rs
Ub1OkOAoC93N,6858,joinville,sc
xtTQFcyuQmG4,3110,cabo frio,rj
09oJGwMSqSBE,37750,porto alegre,rs
HNReMJSViwju,81530,coronel fabriciano,mg
eMZePIcv2RyT,93218,sao paulo,sp
LWSEcXx2QlT6,84400,pato branco,pr
J3mMhQiqLMis,36772,fortaleza,ce
zJC4GgA8fo4u,25956,sao carlos,sp
noL0ax3QYlCv,16980,rio de janeiro,rj
HTZ1kvhdSPMD,5408,duque de caxias,rj
zOb3V18UxbMZ,45325,macae,rj
MvjlVdOZZdbQ,5609,guarulhos,sp
U7SvpsFMYlpX,3333,itatiaia,rj
Tr6WTjYA4htg,13030,castanhal,pa
hR4Y4pGLAoiQ,54120,sao paulo,sp
IC62563exeCq,54740,brasilia,df
iK8mH4Gy3d4u,3912,itajuba,mg
oC0yQMJuQYPl,26084,santo andre,sp
lnz8NjKbJ6Be,1228,campinas,sp
ELAnoQ4qB9Xy,99255,mateus leme,mg
rDLmZ8USZkzV,2714,sorocaba,sp
3O3jhR4XlWWN,38411,sao paulo,sp
weANExyWZGBY,82920,sete lagoas,mg
JJebsIs4erEk,5021,belem,pa
cTZmpvyqCj8l,49750,sao jose dos campos,sp
tSxFcQPFuVa4,7861,porto alegre,rs
Qmi0MGC0crZs,86850,sao paulo,sp
qHUs6eEl0XDa,11920,sao paulo,sp
4DCGNNF7GGzX,3320,veranopolis,rs
DikIewYqnJ3l,81670,jaragua do sul,sc
A8FQhNUYVExn,37044,brasilia,df
KHEKGqxkVqcn,31950,guarulhos,sp
U3nMSf4RyGvc,2213,nova lima,mg
d5D04S98DzyM,7092,valinhos,sp
ZpFCW8iQ84Bi,4854,uberlandia,mg
yKoyoEu6RGFw,57038,osasco,sp
FnHdpQjqgcQy,18043,nova iguacu,rj
VoBCoajTAitP,58406,cuiaba,mt
PdURXwkuj47Q,26277,guaruja,sp
At67SDjM0Ufs,19470,sao paulo,sp
iqJ9cczQylZm,53080,jundiai,sp
Wj7cPF4DrJcQ,41906,mage,rj
n9qEKmQ62Xna,36790,salto,sp
CUyfJXDLPscD,6885,sao paulo,sp
